wife_ten_y | Coefficient std t p_stat lower_95 upper_95q25          |
   hub_ten_y |   .0797434   .0017902    44.55   0.000     .0762347     .083252
   part_time |  -.9050566   .0269931   -33.53   0.000    -.9579624   -.8521508
     college |   1.378781   .0388229    35.51   0.000     1.302689    1.454873
     less_hs |  -.4218608    .037414   -11.28   0.000    -.4951914   -.3485303
     hub_age |  -.0208983   .0026885    -7.77   0.000    -.0261677   -.0156288
      hub_se |   .0407118   .0307881     1.32   0.186    -.0196321    .1010557
 hub_college |   .5520165   .0359972    15.33   0.000     .4814629    .6225702
 hub_less_hs |  -.3802321   .0474897    -8.01   0.000    -.4733108   -.2871534
      35.age |   .7673388   .0211777    36.23   0.000     .7258309    .8088467
             |
          yd |
       2006  |   .0015277   .0629761     0.02   0.981     -.121904    .1249594
       2007  |   -.109991   .0622366    -1.77   0.077    -.2319733    .0119914
       2008  |  -.0320042   .0742035    -0.43   0.666    -.1774413    .1134328
       2009  |   .2700121   .0757416     3.56   0.000     .1215605    .4184638
       2010  |   .4259089   .0696452     6.12   0.000     .2894058    .5624119
       2011  |   .6195387   .0737183     8.40   0.000     .4750526    .7640247
       2012  |   1.113122    .095319    11.68   0.000     .9262992    1.299945
       2013  |   1.444852   .0937795    15.41   0.000     1.261046    1.628657
       2014  |   1.233501   .1030201    11.97   0.000     1.031584    1.435418
       2015  |   1.129239   .0838343    13.47   0.000     .9649259    1.293553
       2016  |   .8068284   .0869286     9.28   0.000     .6364504    .9772065
       2017  |   .5060341   .0977231     5.18   0.000     .3144992     .697569
       2018  |     .22403   .0679308     3.30   0.001     .0908873    .3571728
       2019  |   .2930798   .0701735     4.18   0.000     .1555414    .4306181
       2020  |   .1983654   .0773824     2.56   0.010     .0466977     .350033
       2021  |   .0523984   .0670128     0.78   0.434     -.078945    .1837418
       2022  |  -.0793615   .0862269    -0.92   0.357    -.2483642    .0896413
             |
       _cons |   1.276123   .1189843    10.73   0.000     1.042917    1.509329
