hub_ten_y | Coefficient std t p_stat lower_95 upper_95q25          |
  wife_ten_y |   .2436936   .0086558    28.15   0.000     .2267284    .2606587
 wife_ten_y2 |  -.0067691   .0007609    -8.90   0.000    -.0082604   -.0052778
   part_time |  -1.881371     .03804   -49.46   0.000    -1.955928   -1.806813
     college |   .9647042   .0372901    25.87   0.000     .8916164    1.037792
     less_hs |  -.6763417   .0710591    -9.52   0.000    -.8156162   -.5370672
    wife_age |   .0321022   .0040114     8.00   0.000       .02424    .0399644
     wife_se |  -.0239939   .0544663    -0.44   0.660    -.1307468     .082759
wife_college |   .5790663   .0407265    14.22   0.000     .4992431    .6588894
wife_less_hs |  -.1633209   .0642447    -2.54   0.011    -.2892394   -.0374024
             |
    period_y |
     t08_11  |   -.073084   .0404535    -1.81   0.071    -.1523722    .0062042
     t11_14  |   .4295245   .0584477     7.35   0.000      .314968     .544081
     t14_17  |  -.1180948    .059104    -2.00   0.046    -.2339377    -.002252
     t17_20  |  -.4101832   .0534319    -7.68   0.000    -.5149087   -.3054577
        t20  |   -.346634   .0575229    -6.03   0.000    -.4593778   -.2338903
        t21  |  -.1855494   .0917736    -2.02   0.043     -.365424   -.0056748
        t22  |   .0032145   .0909762     0.04   0.972    -.1750972    .1815261
             |
      35.age |   .5911394   .0348575    16.96   0.000     .5228193    .6594595
       _cons |   -.208288    .122706    -1.70   0.090    -.4487895    .0322134
