ten_y | Coefficient std t p_stat lower_95 upper_95q25                 |
        other_ten_y |   .0622275   .0034296    18.14   0.000     .0555055    .0689495
             ttrend |   .0377737   .0047085     8.02   0.000     .0285451    .0470024
            ttrend2 |  -.0007216   .0000781    -9.23   0.000    -.0008747   -.0005684
                    |
     sexo1#c.ttrend |
                 1  |   .0062002   .0056873     1.09   0.276    -.0049468    .0173473
                    |
    sexo1#c.ttrend2 |
                 1  |  -.0000244   .0000908    -0.27   0.788    -.0002024    .0001535
                    |
              covid |
                 1  |   .4002138   .1220497     3.28   0.001      .160997    .6394306
                 2  |   .7356915   .1328888     5.54   0.000     .4752302    .9961529
                    |
            1.sexo1 |  -.1370726   .1003555    -1.37   0.172    -.3337687    .0596236
                    |
        covid#sexo1 |
               1 1  |  -.2966178   .1228492    -2.41   0.016    -.5374015   -.0558341
               2 1  |  -.1733177   .1266628    -1.37   0.171    -.4215761    .0749407
                    |
    part_time#sexo1 |
               1 0  |  -1.373999   .0439271   -31.28   0.000    -1.460096   -1.287903
               1 1  |  -1.018006   .0300258   -33.90   0.000    -1.076856   -.9591556
                    |
      college#sexo1 |
               1 0  |   .2674586   .0495492     5.40   0.000     .1703424    .3645747
               1 1  |   .3987226   .0353759    11.27   0.000     .3293859    .4680592
                    |
      less_hs#sexo1 |
               1 0  |  -.4162333   .0924343    -4.50   0.000    -.5974041   -.2350625
               1 1  |  -.6413746   .1146119    -5.60   0.000    -.8660133   -.4167358
                    |
     other_se#sexo1 |
               1 0  |  -.0531268   .0896563    -0.59   0.553    -.2288526     .122599
               1 1  |   .0346696   .0501065     0.69   0.489    -.0635388     .132878
                    |
other_college#sexo1 |
               1 0  |   .4449138   .0472136     9.42   0.000     .3523753    .5374522
               1 1  |  -.1045102    .027574    -3.79   0.000     -.158555   -.0504654
                    |
other_less_hs#sexo1 |
               1 0  |   -.207776   .1809299    -1.15   0.251    -.5623977    .1468456
               1 1  |  -.2383661   .1007431    -2.37   0.018     -.435822   -.0409103
                    |
              _cons |    .969753   .0645874    15.01   0.000     .8431621    1.096344
