(fitting base model)

Bootstrap replications (20)
----+--- 1 ---+--- 2 ---+--- 3 ---+--- 4 ---+--- 5 
....................

Simultaneous quantile regression                    Number of obs =     67,347
  bootstrap(20) SEs                                 .25 Pseudo R2 =     0.0273
                                                    .50 Pseudo R2 =     0.0377
                                                    .75 Pseudo R2 =     0.0488

------------------------------------------------------------------------------
             |              Bootstrap
   hub_ten_y | Coefficient  std. err.      t    P>|t|     [95% conf. interval]
-------------+----------------------------------------------------------------
q25          |
  wife_ten_y |    .234977   .0112665    20.86   0.000     .2128947    .2570593
 wife_ten_y2 |  -.0080716   .0007964   -10.13   0.000    -.0096326   -.0065106
   part_time |   -1.47842   .0377692   -39.14   0.000    -1.552448   -1.404393
     college |   .3635277   .0311788    11.66   0.000     .3024173    .4246381
     less_hs |  -.5085941   .0464175   -10.96   0.000    -.5995724   -.4176159
    wife_age |  -.0026907   .0027998    -0.96   0.337    -.0081783    .0027969
     wife_se |  -.0654257   .0868003    -0.75   0.451    -.2355542    .1047028
wife_college |   .3393871   .0379017     8.95   0.000     .2650999    .4136744
wife_less_hs |  -.2268208   .0652428    -3.48   0.001    -.3546966    -.098945
             |
    period_y |
     t08_11  |   .3079983   .0515872     5.97   0.000     .2068875    .4091091
     t11_14  |   .6936683   .0600794    11.55   0.000     .5759128    .8114238
     t14_17  |   .1140717   .0608368     1.88   0.061    -.0051683    .2333117
     t17_20  |  -.1182717   .0482399    -2.45   0.014    -.2128218   -.0237215
        t20  |  -.0589668   .0679026    -0.87   0.385    -.1920558    .0741222
        t21  |   .1434986   .0978019     1.47   0.142     -.048193    .3351902
        t22  |   .0112806    .087549     0.13   0.897    -.1603154    .1828766
             |
       _cons |   .8836155   .1067278     8.28   0.000      .674429    1.092802
-------------+----------------------------------------------------------------
q50          |
  wife_ten_y |    .380455   .0276885    13.74   0.000     .3261857    .4347244
 wife_ten_y2 |  -.0094853   .0020205    -4.69   0.000    -.0134455   -.0055251
   part_time |  -3.328868    .097505   -34.14   0.000    -3.519977   -3.137758
     college |  -.1217311   .0626728    -1.94   0.052    -.2445698    .0011076
     less_hs |   -1.29677    .190209    -6.82   0.000     -1.66958   -.9239605
    wife_age |   .0334349   .0058057     5.76   0.000     .0220557    .0448141
     wife_se |   .0783502   .1250634     0.63   0.531    -.1667741    .3234744
wife_college |   .5018418   .0710338     7.06   0.000     .3626157     .641068
wife_less_hs |  -.7020898   .1854503    -3.79   0.000    -1.065572   -.3386073
             |
    period_y |
     t08_11  |   .0238526   .0678956     0.35   0.725    -.1092227     .156928
     t11_14  |   .6209293   .0794755     7.81   0.000     .4651573    .7767012
     t14_17  |   .7672968   .1398512     5.49   0.000     .4931887    1.041405
     t17_20  |   .0941558   .1037236     0.91   0.364    -.1091423     .297454
        t20  |  -.2384107   .1108414    -2.15   0.031    -.4556598   -.0211615
        t21  |   -.073586   .2076585    -0.35   0.723    -.4805965    .3334245
        t22  |  -.2104563    .150262    -1.40   0.161    -.5049697    .0840572
             |
       _cons |   2.547508   .2055161    12.40   0.000     2.144696    2.950319
-------------+----------------------------------------------------------------
q75          |
  wife_ten_y |   .2460637    .020687    11.89   0.000     .2055171    .2866102
 wife_ten_y2 |  -.0011744    .001185    -0.99   0.322    -.0034971    .0011482
   part_time |   -4.62365   .1877176   -24.63   0.000    -4.991577   -4.255724
     college |   -1.51399   .0667405   -22.68   0.000    -1.644802   -1.383179
     less_hs |  -1.467767     .31206    -4.70   0.000    -2.079405     -.85613
    wife_age |   .1350751     .00743    18.18   0.000     .1205124    .1496378
     wife_se |   .3208994   .1540211     2.08   0.037     .0190183    .6227806
wife_college |   .1791797   .0817153     2.19   0.028     .0190178    .3393416
wife_less_hs |  -1.992146   .4148896    -4.80   0.000    -2.805329   -1.178963
             |
    period_y |
     t08_11  |  -.0370533   .1150926    -0.32   0.747    -.2626346     .188528
     t11_14  |   .3159162   .1187611     2.66   0.008     .0831446    .5486879
     t14_17  |   .6126579   .1499119     4.09   0.000     .3188307    .9064851
     t17_20  |    .667952    .152731     4.37   0.000     .3685995    .9673046
        t20  |   .6321662   .2207867     2.86   0.004     .1994245    1.064908
        t21  |   .6713109   .2289016     2.93   0.003     .2226641    1.119958
        t22  |   .0659239   .2998874     0.22   0.826    -.5218552    .6537031
             |
       _cons |    4.87443   .2192373    22.23   0.000     4.444725    5.304135
------------------------------------------------------------------------------
