wife_ten_y | Coefficient std t p_stat lower_95 upper_95q25                  |
           hub_ten_y |   .0460009   .0086899     5.29   0.000     .0289686    .0630332
                     |
period_y#c.hub_ten_y |
             t08_11  |   .0095547   .0076064     1.26   0.209     -.005354    .0244633
             t11_14  |   .0162842   .0146317     1.11   0.266    -.0123944    .0449627
             t14_17  |   .0031648   .0090802     0.35   0.727    -.0146325    .0209622
             t17_20  |  -.0115326   .0102496    -1.13   0.261     -.031622    .0085569
                t20  |  -.0112652   .0127146    -0.89   0.376     -.036186    .0136557
                t21  |   .0200754   .0126522     1.59   0.113    -.0047233    .0448742
                t22  |  -.0123967   .0209185    -0.59   0.553    -.0533975    .0286041
                     |
           part_time |  -1.034747   .0353639   -29.26   0.000    -1.104061   -.9654329
             college |   .4025536   .0505627     7.96   0.000     .3034495    .5016577
             less_hs |  -.6762098   .1086303    -6.22   0.000    -.8891278   -.4632917
             hub_age |  -.0092473   .0033312    -2.78   0.006    -.0157766    -.002718
              hub_se |   .0273112   .0363051     0.75   0.452    -.0438477    .0984701
         hub_college |  -.1276418   .0408868    -3.12   0.002     -.207781   -.0475026
         hub_less_hs |  -.2574955   .1148669    -2.24   0.025    -.4826373   -.0323537
                     |
            period_y |
             t08_11  |   .1362302   .0517421     2.63   0.008     .0348144     .237646
             t11_14  |   .5244734   .1156235     4.54   0.000     .2978486    .7510983
             t14_17  |   .2521338   .0486032     5.19   0.000     .1568704    .3473972
             t17_20  |  -.0124505   .0652486    -0.19   0.849    -.1403394    .1154383
                t20  |  -.1780739   .0788722    -2.26   0.024    -.3326654   -.0234825
                t21  |  -.1291064   .0791929    -1.63   0.103    -.2843264    .0261136
                t22  |  -.0792836   .1481958    -0.53   0.593     -.369751    .2111837
                     |
               _cons |     1.4635   .1134223    12.90   0.000     1.241189     1.68581
