hub_ten_y | Coefficient std t p_stat lower_95 upper_95q50                   |
           wife_ten_y |   .2443114   .0313077     7.80   0.000     .1829474    .3056754
                      |
period_y#c.wife_ten_y |
              t08_11  |   .0159549   .0392152     0.41   0.684     -.060908    .0928177
              t11_14  |  -.0353469   .0363659    -0.97   0.331     -.106625    .0359313
              t14_17  |  -.0932356   .0344314    -2.71   0.007     -.160722   -.0257492
              t17_20  |  -.0917337   .0416465    -2.20   0.028    -.1733619   -.0101054
                 t20  |  -.1006343   .0365354    -2.75   0.006    -.1722447    -.029024
                 t21  |  -.1157866   .0430682    -2.69   0.007    -.2002015   -.0313716
                 t22  |  -.0418048   .0510383    -0.82   0.413    -.1418414    .0582318
                      |
            part_time |  -2.914272   .1108446   -26.29   0.000     -3.13153   -2.697013
              college |  -.2907185   .0698271    -4.16   0.000    -.4275817   -.1538554
              less_hs |  -.9147704   .2050014    -4.46   0.000    -1.316579   -.5129618
             wife_age |  -.0500998   .0061567    -8.14   0.000    -.0621672   -.0380324
              wife_se |  -.1197145   .1241758    -0.96   0.335    -.3631026    .1236736
         wife_college |   .5107067   .0746283     6.84   0.000     .3644332    .6569802
         wife_less_hs |   -.623289   .2939463    -2.12   0.034    -1.199432    -.047146
                      |
             period_y |
              t08_11  |  -.1976624   .1306575    -1.51   0.130    -.4537547      .05843
              t11_14  |   .6712121   .1298722     5.17   0.000     .4166589    .9257652
              t14_17  |   .8140143   .2129587     3.82   0.000     .3966093    1.231419
              t17_20  |  -.0577138   .1992667    -0.29   0.772    -.4482822    .3328547
                 t20  |  -.2134981   .1868468    -1.14   0.253    -.5797231     .152727
                 t21  |   .1508791   .2785938     0.54   0.588    -.3951725    .6969308
                 t22  |   .2605464   .3035507     0.86   0.391    -.3344216    .8555144
                      |
                _cons |   4.943812   .2101119    23.53   0.000     4.531986    5.355637
