ten_y | Coefficient std t p_stat lower_95 upper_95q50                 |
        other_ten_y |    .176229   .0071577    24.62   0.000        .1622     .190258
             ttrend |   .0739647   .0080439     9.20   0.000     .0581988    .0897305
            ttrend2 |  -.0010881   .0001352    -8.05   0.000    -.0013531   -.0008231
                    |
     sexo1#c.ttrend |
                 1  |   .0174756   .0109017     1.60   0.109    -.0038915    .0388428
                    |
    sexo1#c.ttrend2 |
                 1  |   9.00e-06   .0001805     0.05   0.960    -.0003448    .0003628
                    |
              covid |
                 1  |   .0197401   .1605608     0.12   0.902    -.2949571    .3344372
                 2  |   .4150973   .2152136     1.93   0.054    -.0067185    .8369132
                    |
            1.sexo1 |  -.9646619   .1625524    -5.93   0.000    -1.283262   -.6460613
                    |
        covid#sexo1 |
               1 1  |  -.7222366   .2786994    -2.59   0.010    -1.268484   -.1759893
               2 1  |  -1.411612   .3418983    -4.13   0.000    -2.081728   -.7414957
                    |
    part_time#sexo1 |
               1 0  |  -3.363865   .0988462   -34.03   0.000    -3.557602   -3.170128
               1 1  |  -.9525204   .0475793   -20.02   0.000    -1.045775   -.8592656
                    |
      college#sexo1 |
               1 0  |   .1766227   .0733614     2.41   0.016     .0328354    .3204101
               1 1  |   1.111812    .061766    18.00   0.000     .9907518    1.232873
                    |
      less_hs#sexo1 |
               1 0  |  -1.357192   .1997988    -6.79   0.000    -1.748795    -.965589
               1 1  |  -1.359186   .0568441   -23.91   0.000      -1.4706   -1.247772
                    |
     other_se#sexo1 |
               1 0  |   .2271396   .1207189     1.88   0.060    -.0094678    .4637471
               1 1  |   .1362686   .0845759     1.61   0.107    -.0294991    .3020363
                    |
other_college#sexo1 |
               1 0  |   .9518523   .0585038    16.27   0.000     .8371855    1.066519
               1 1  |   .4290178   .0672562     6.38   0.000     .2971965     .560839
                    |
other_less_hs#sexo1 |
               1 0  |  -.5043047   .1120299    -4.50   0.000    -.7238818   -.2847275
               1 1  |  -.6587971   .0692829    -9.51   0.000    -.7945907   -.5230035
                    |
              _cons |   3.124253    .113178    27.60   0.000     2.902425     3.34608
