
. logit hub_emp wife_ten_y i.ccaa i.act1 i.ocup1 /// 
>                 college less_hs wife_age wife_college wife_less_hs ///
>                 i.period_y  if father==0&husband==1&wife_emp&edad5>=30&edad5<35&state!="A"  

Iteration 0:   log likelihood =  -11293.51  
Iteration 1:   log likelihood = -10596.766  
Iteration 2:   log likelihood =  -10473.05  
Iteration 3:   log likelihood = -10472.148  
Iteration 4:   log likelihood = -10472.143  
Iteration 5:   log likelihood = -10472.143  

Logistic regression                                    Number of obs =  38,021
                                                       LR chi2(49)   = 1642.73
                                                       Prob > chi2   =  0.0000
Log likelihood = -10472.143                            Pseudo R2     =  0.0727

------------------------------------------------------------------------------
     hub_emp | Coefficient  Std. err.      z    P>|z|     [95% conf. interval]
-------------+----------------------------------------------------------------
  wife_ten_y |   .0240186   .0051192     4.69   0.000      .013985    .0340521
             |
        ccaa |
          2  |   .8399883   .1059722     7.93   0.000     .6322866     1.04769
          3  |   .0231632   .1251384     0.19   0.853    -.2221034    .2684299
          4  |   .2863056   .1101658     2.60   0.009     .0703847    .5022266
          5  |   .0263103    .095894     0.27   0.784    -.1616385     .214259
          6  |   .2983581   .1286617     2.32   0.020     .0461857    .5505304
          7  |   .7346841   .0850973     8.63   0.000     .5678964    .9014718
          8  |   .6130786   .0919001     6.67   0.000     .4329578    .7931994
          9  |   .6534583   .0709453     9.21   0.000     .5144081    .7925085
         10  |   .3356314   .0730593     4.59   0.000     .1924378     .478825
         11  |   .1711765   .1085115     1.58   0.115    -.0415021    .3838552
         12  |   .2611299   .0725881     3.60   0.000     .1188599       .4034
         13  |   .5523367   .0846982     6.52   0.000     .3863313    .7183422
         14  |   .3656831   .1153513     3.17   0.002     .1395988    .5917675
         15  |   .8660182   .1459281     5.93   0.000     .5800045    1.152032
         16  |   .6772169    .101522     6.67   0.000     .4782375    .8761963
         17  |   .8362242   .1630845     5.13   0.000     .5165845    1.155864
         51  |   1.689623   .7213437     2.34   0.019     .2758154    3.103431
         52  |   -.410642   .3829824    -1.07   0.284    -1.161274    .3399897
             |
        act1 |
          1  |   .3573234   .1325816     2.70   0.007     .0974682    .6171787
          2  |   .4740956   .1220775     3.88   0.000      .234828    .7133632
          3  |    .327267   .1241836     2.64   0.008     .0838715    .5706625
          4  |  -.3466694    .111216    -3.12   0.002    -.5646488   -.1286899
          5  |   .1371039   .1090789     1.26   0.209    -.0766869    .3508946
          6  |   .1650287   .1176193     1.40   0.161    -.0655009    .3955582
          7  |   .4465394   .1182511     3.78   0.000     .2147715    .6783073
          8  |   .4302157   .1189033     3.62   0.000     .1971695    .6632619
          9  |  -.0931321   .1342718    -0.69   0.488    -.3562999    .1700357
             |
       ocup1 |
          1  |  -1.130218   .3981995    -2.84   0.005    -1.910674   -.3497611
          2  |  -1.530921    .366166    -4.18   0.000    -2.248593    -.813249
          3  |  -1.686409   .3666468    -4.60   0.000    -2.405024    -.967795
          4  |  -1.650954   .3704448    -4.46   0.000    -2.377013   -.9248956
          5  |  -1.908742   .3639659    -5.24   0.000    -2.622102   -1.195382
          6  |  -2.239556   .3963278    -5.65   0.000    -3.016344   -1.462768
          7  |  -1.859408    .366128    -5.08   0.000    -2.577006    -1.14181
          8  |  -1.736611   .3674332    -4.73   0.000    -2.456767   -1.016455
          9  |  -2.385707   .3664699    -6.51   0.000    -3.103974   -1.667439
             |
     college |   .3591497   .0499144     7.20   0.000     .2613192    .4569803
     less_hs |  -.2293705    .093306    -2.46   0.014    -.4122468   -.0464942
    wife_age |  -.0238551   .0044321    -5.38   0.000    -.0325419   -.0151683
wife_college |   .1334535    .041263     3.23   0.001     .0525795    .2143274
wife_less_hs |  -.0828105   .1304223    -0.63   0.525    -.3384335    .1728126
             |
    period_y |
     t08_11  |  -.8393656   .0653883   -12.84   0.000    -.9675243   -.7112068
     t11_14  |  -1.100526   .0670813   -16.41   0.000    -1.232003   -.9690487
     t14_17  |   -.882577   .0718101   -12.29   0.000    -1.023322   -.7418319
     t17_20  |  -.5941293    .076518    -7.76   0.000    -.7441018   -.4441567
        t20  |  -.8373544   .1060647    -7.89   0.000    -1.045237   -.6294715
        t21  |  -.7728511   .1202049    -6.43   0.000    -1.008448   -.5372539
        t22  |  -.4340295   .1524785    -2.85   0.004    -.7328819   -.1351771
             |
       _cons |   4.655329   .4006031    11.62   0.000     3.870162    5.440497
------------------------------------------------------------------------------

.         log close
