(fitting base model)

Bootstrap replications (20)
----+--- 1 ---+--- 2 ---+--- 3 ---+--- 4 ---+--- 5 
....................

Simultaneous quantile regression                    Number of obs =    185,922
  bootstrap(20) SEs                                 .25 Pseudo R2 =     0.0506
                                                    .50 Pseudo R2 =     0.0673
                                                    .75 Pseudo R2 =     0.0495

------------------------------------------------------------------------------
             |              Bootstrap
  wife_ten_y | Coefficient  std. err.      t    P>|t|     [95% conf. interval]
-------------+----------------------------------------------------------------
q25          |
   hub_ten_y |   .1901481   .0079016    24.06   0.000     .1746612    .2056351
  hub_ten_y2 |  -.0054816   .0003961   -13.84   0.000     -.006258   -.0047053
   part_time |  -.8611795   .0210956   -40.82   0.000    -.9025263   -.8198328
     college |   1.410301   .0331686    42.52   0.000     1.345292    1.475311
     less_hs |  -.4026753   .0629561    -6.40   0.000    -.5260679   -.2792828
     hub_age |   .0198825   .0022714     8.75   0.000     .0154307    .0243343
      hub_se |   .0057061   .0329529     0.17   0.863    -.0588809     .070293
 hub_college |   .5457754   .0309973    17.61   0.000     .4850214    .6065293
 hub_less_hs |  -.3650394    .059424    -6.14   0.000    -.4815091   -.2485698
             |
    period_y |
     t08_11  |   .2556942   .0303283     8.43   0.000     .1962514     .315137
     t11_14  |   1.041627   .0350029    29.76   0.000     .9730221    1.110232
     t14_17  |    1.10552   .0627262    17.62   0.000     .9825778    1.228461
     t17_20  |   .3756638   .0299786    12.53   0.000     .3169064    .4344213
        t20  |   .3169993   .0559533     5.67   0.000     .2073322    .4266664
        t21  |    .099893    .066947     1.49   0.136    -.0313216    .2311077
        t22  |   .0340187   .0701274     0.49   0.628    -.1034294    .1714668
             |
       _cons |  -.1219416   .0855274    -1.43   0.154    -.2895734    .0456902
-------------+----------------------------------------------------------------
q50          |
   hub_ten_y |   .3439835   .0088967    38.66   0.000     .3265461    .3614208
  hub_ten_y2 |  -.0081656   .0004044   -20.19   0.000    -.0089582    -.007373
   part_time |  -1.413091   .0369124   -38.28   0.000    -1.485439   -1.340744
     college |   1.827959   .0532737    34.31   0.000     1.723544    1.932375
     less_hs |  -1.320035   .1037755   -12.72   0.000    -1.523433   -1.116638
     hub_age |   .0696156   .0040685    17.11   0.000     .0616415    .0775898
      hub_se |   .1720412   .0457542     3.76   0.000      .082364    .2617185
 hub_college |   .4325322   .0298734    14.48   0.000     .3739811    .4910834
 hub_less_hs |  -1.033557   .0957005   -10.80   0.000    -1.221127   -.8459859
             |
    period_y |
     t08_11  |   .0420941   .0425101     0.99   0.322    -.0412247     .125413
     t11_14  |    .908142   .0565697    16.05   0.000     .7972668    1.019017
     t14_17  |   1.582958   .0628152    25.20   0.000     1.459842    1.706074
     t17_20  |   1.535159   .0611476    25.11   0.000     1.415312    1.655007
        t20  |   1.037031   .1778333     5.83   0.000     .6884821    1.385581
        t21  |   .4116457   .1121939     3.67   0.000     .1917483    .6315431
        t22  |  -.0373178   .1159456    -0.32   0.748    -.2645685     .189933
             |
       _cons |   .6426569   .1309355     4.91   0.000     .3860265    .8992874
-------------+----------------------------------------------------------------
q75          |
   hub_ten_y |   .2295225    .010592    21.67   0.000     .2087623    .2502826
  hub_ten_y2 |   -.002872   .0004318    -6.65   0.000    -.0037183   -.0020256
   part_time |  -1.135464   .0349986   -32.44   0.000    -1.204061   -1.066868
     college |   .2768532   .0464005     5.97   0.000     .1859093     .367797
     less_hs |  -3.053555   .1429003   -21.37   0.000    -3.333637   -2.773474
     hub_age |   .1771409     .00571    31.02   0.000     .1659494    .1883323
      hub_se |   .2694106   .0389195     6.92   0.000     .1931294    .3456919
 hub_college |   .1527622   .0322024     4.74   0.000     .0896462    .2158782
 hub_less_hs |  -1.872551   .1468818   -12.75   0.000    -2.160436   -1.584666
             |
    period_y |
     t08_11  |  -.3361718   .0693972    -4.84   0.000    -.4721886   -.2001549
     t11_14  |   .0281092   .0733456     0.38   0.702    -.1156466    .1718649
     t14_17  |   .5817572   .0629149     9.25   0.000     .4584454     .705069
     t17_20  |   .9984242   .0782673    12.76   0.000     .8450222    1.151826
        t20  |   1.244019    .113079    11.00   0.000     1.022387    1.465651
        t21  |   .7783642   .1348644     5.77   0.000     .5140332    1.042695
        t22  |   .4484477   .1409378     3.18   0.001      .172213    .7246825
             |
       _cons |   2.918735   .2287304    12.76   0.000     2.470429    3.367041
------------------------------------------------------------------------------
