wife_ten_y | Coefficient std t p_stat lower_95 upper_95q25          |
   hub_ten_y |   .0596347   .0031606    18.87   0.000     .0534399    .0658296
   part_time |  -1.232172   .0321742   -38.30   0.000    -1.295233    -1.16911
     college |   .4141819   .0309453    13.38   0.000     .3535292    .4748346
     less_hs |  -.6334327   .0638531    -9.92   0.000    -.7585848   -.5082807
     hub_age |  -.0127469   .0031403    -4.06   0.000     -.018902   -.0065919
      hub_se |  -.0033544   .0381282    -0.09   0.930    -.0780857    .0713768
 hub_college |  -.0367126   .0244683    -1.50   0.134    -.0846706    .0112453
 hub_less_hs |  -.3611319   .0665167    -5.43   0.000    -.4915045   -.2307592
      35.age |   .6030252   .0309774    19.47   0.000     .5423095    .6637409
             |
          yd |
       2006  |  -.0883031   .0771918    -1.14   0.253     -.239599    .0629929
       2007  |  -.2574544    .099663    -2.58   0.010    -.4527939   -.0621149
       2008  |  -.1927569   .1004416    -1.92   0.055    -.3896225    .0041087
       2009  |   .0733941     .08738     0.84   0.401    -.0978707    .2446589
       2010  |    .376879   .1065769     3.54   0.000     .1679884    .5857697
       2011  |   .4768915   .0995178     4.79   0.000     .2818366    .6719463
       2012  |   .5739533   .0978054     5.87   0.000     .3822548    .7656518
       2013  |   .4893774   .1244921     3.93   0.000     .2453729     .733382
       2014  |   .4577896   .1046874     4.37   0.000     .2526023    .6629769
       2015  |   .4139955   .1111571     3.72   0.000     .1961277    .6318633
       2016  |   .0142564   .0814657     0.17   0.861    -.1454165    .1739292
       2017  |  -.1836875   .0802236    -2.29   0.022    -.3409257   -.0264493
       2018  |  -.2481986    .080526    -3.08   0.002    -.4060295   -.0903678
       2019  |  -.2392845   .0833792    -2.87   0.004    -.4027078   -.0758612
       2020  |  -.3077092   .0883522    -3.48   0.000    -.4808794   -.1345389
       2021  |  -.1591504   .0795845    -2.00   0.046     -.315136   -.0031648
       2022  |  -.3014041    .111297    -2.71   0.007    -.5195462   -.0832619
             |
       _cons |   1.629923   .1199365    13.59   0.000     1.394847    1.864998
